1983,Takapoto Airport,Takapoto,French Polynesia,TKP,NTGT,-14.709500312805176,-145.24600219726562,12.0,-10,U,Pacific/Tahiti,airport,OurAirports
13348,Carti Airport,Carti Islands,Panama,CTE,\N,9.452778,-78.979167,17.0,-5,N,\N,\N,\N
1317,Moulins-Montbeugny Airport,Moulins,France,\N,LFHY,46.53459930419922,3.423719882965088,915.0,1,E,Europe/Paris,airport,OurAirports
13649,Rangiora Airfield,Rangiora,New Zealand,\N,NZRT,-43.290000915527344,172.54200744628906,180.0,12,U,\N,airport,OurAirports
7084,Anacortes Airport,Anacortes,United States,OTS,\N,48.498889,-122.6625,241.0,-8,A,America/Los_Angeles,airport,User
2436,Comodoro Pierrestegui Airport,Concordia,Argentina,COC,SAAC,-31.2969,-57.9966,112.0,-3,N,America/Cordoba,airport,OurAirports
1614,Klagenfurt,Klagenfurt,Austria,\N,LOXK,46.642514,14.337739,1470.0,1,E,Europe/Vienna,unknown,Legacy
7685,Koszalin Zegrze Pomorskie Air Base,Koszalin,Poland,OSZ,EPKO,54.0425,16.2656,249.0,1,E,Europe/Warsaw,airport,OurAirports
12737,Davisville TTC Station,Toronto,Canada,\N,\N,43.697778,-79.397222,508.0,-5,A,\N,\N,\N
1190,Tirana International Airport Mother Teresa,Tirana,Albania,TIA,LATI,41.4146995544,19.7206001282,126.0,1,E,Europe/Tirane,airport,OurAirports
1291,Villeneuve-sur-Lot Airport,Villeneuve-sur-lot,France,\N,LFCW,44.39690017700195,0.7588890194892883,190.0,1,E,Europe/Paris,airport,OurAirports
10518,Airport Terminal Station,Freising,Germany,\N,\N,48.353739,11.785841,1470.0,1,E,\N,airport,User
7989,JALOU,Jalu,Libya,\N,\N,29.142222,21.380556,0.0,2,U,Africa/Tripoli,unknown,User
1826,General Rafael Buelna International Airport,Mazatlan,Mexico,MZT,MMMZ,23.1613998413,-106.26599884,38.0,-7,S,America/Mazatlan,airport,OurAirports
2035,Timaru Airport,Timaru,New Zealand,TIU,NZTU,-44.302799224853516,171.22500610351562,89.0,12,Z,Pacific/Auckland,airport,OurAirports
3344,Perth Jandakot Airport,Perth,Australia,JAD,YPJT,-32.09749984741211,115.88099670410156,99.0,8,O,Australia/Perth,airport,OurAirports
411,Ämari Air Base,Armari Air Force Base,Estonia,\N,EEEI,59.26029968261719,24.208499908447266,65.0,2,E,Europe/Tallinn,airport,OurAirports
11566,Danilov,Danilov,Russia,\N,\N,58.186899,40.185336,129.0,3,N,\N,unknown,User
8753,Pom Pom Camp,Pom Pom,Botswana,\N,\N,-19.35,22.5,965.0,2,U,Africa/Gaborone,unknown,User
5925,Al-Jawf Domestic Airport,Al-Jawf,Saudi Arabia,AJF,OESK,29.78510093688965,40.099998474121094,2261.0,3,U,Asia/Riyadh,airport,OurAirports
6847,Silverton,Silverton,United States,\N,\N,37.812545,-107.662994,9308.0,-7,U,America/Denver,unknown,User
10458,New Southgate Railway Station,Enfield,United Kingdom,\N,\N,51.6142,-0.1432,192.0,0,E,\N,station,User
4336,Abraham Lincoln Capital Airport,Springfield,United States,SPI,KSPI,39.84410095,-89.67790222,598.0,-6,A,America/Chicago,airport,OurAirports
8378,Nicosia International Airport,Nicosia,Cyprus,NIC,\N,35.15111,33.27222,0.0,2,E,Asia/Nicosia,airport,User
5419,Buka Airport,Buka Island,Papua New Guinea,BUA,AYBK,-5.4223198890686035,154.67300415039062,11.0,10,U,Pacific/Port_Moresby,airport,OurAirports
9865,Haliwen Airport,Atambua,Indonesia,ABU,WATA,-9.333333,124.9,1434.0,8,N,Asia/Makassar,airport,User
3923,Selaparang Airport,Mataram,Indonesia,AMI,WADA,-8.560709953309999,116.095001221,52.0,8,N,Asia/Makassar,airport,OurAirports
9296,San Juan Port,San Juan,Puerto Rico,\N,\N,18.458992,-66.097693,0.0,-4,N,America/Puerto_Rico,port,User
183,Taloyoak Airport,Spence Bay,Canada,YYH,CYYH,69.5466995239,-93.5766983032,92.0,-7,A,America/Edmonton,airport,OurAirports
10820,Saunakallio Railway Station,Jarvenpaa,Finland,\N,\N,60.4874,25.0656,205.0,2,E,\N,station,User
1103,Rabil Airport,Boa Vista,Cape Verde,BVC,GVBA,16.136499404907227,-22.888900756835938,69.0,-1,U,Atlantic/Cape_Verde,airport,OurAirports
7400,Herbert Glacier,Juneau,United States,\N,\N,58.571385,-134.607754,0.0,-9,A,America/Anchorage,unknown,User
9645,Debrecen Railway Station,Debrecen,Hungary,\N,\N,47.5208,21.6286,397.0,1,E,Europe/Budapest,station,User
10472,Adam Benjamin Metro Center,Gary,United States,\N,\N,41.604722,-87.338333,602.0,-6,A,\N,unknown,User
11414,Bielefeld Hauptbahnhof,Bielefeld,Germany,\N,\N,52.028333,8.531667,390.0,1,E,\N,station,User
9969,22nd St. Station,San Francisco,United States,\N,\N,37.757674,-122.392636,40.0,-8,A,\N,station,User
6514,Helirafting Start,Queenstown,New Zealand,\N,\N,-44.9486,168.7068,1300.0,12,Z,Pacific/Auckland,unknown,User
7241,Stony River 2 Airport,Stony River,United States,SRV,\N,61.7875,-156.591111,230.0,-9,A,America/Anchorage,airport,User
8717,Kericho Airport,Kericho,Kenya,KEY,HKKR,-0.3899,35.242093,6446.0,3,U,Africa/Nairobi,airport,OurAirports
9312,Komandoo,Komandoo,Maldives,\N,\N,5.494003,73.424183,0.0,5,N,Indian/Maldives,unknown,User
10128,Jim Hamilton L.B. Owens Airport,Columbia,United States,CUB,KCUB,33.970500946,-80.9952011108,193.0,-4,A,\N,airport,OurAirports
464,Ylivieska Airfield,Ylivieska-raudaskyla,Finland,YLI,EFYL,64.0547222,24.7252778,252.0,2,E,Europe/Helsinki,airport,OurAirports
4362,Talagi Airport,Arkhangelsk,Russia,ARH,ULAA,64.60030364990234,40.71670150756836,62.0,3,N,Europe/Moscow,airport,OurAirports
5899,Sara Airport,Pentecost Island,Vanuatu,SSR,NVSH,-15.4708003998,168.151992798,493.0,11,U,Pacific/Efate,airport,OurAirports
10772,Gare de Rambouillet,Rambouillet,France,\N,\N,48.644444,1.8325,527.0,1,E,\N,unknown,User
3560,Valley International Airport,Harlingen,United States,HRL,KHRL,26.228500366210938,-97.65440368652344,36.0,-6,A,America/Chicago,airport,OurAirports
10011,Agincourt GO Station,Toronto,Canada,\N,\N,43.7855,-79.284,347.0,-5,A,\N,station,User
13295,Berlin-Frohnau Station,Berlin,Germany,\N,\N,52.6325,13.2902,182.0,1,E,\N,\N,\N
7101,Koliganek Airport,Koliganek,United States,KGK,PAJZ,59.726600647,-157.259002686,269.0,-9,A,America/Anchorage,airport,OurAirports
8201,Tununak Airport,Tununak,United States,TNK,\N,60.575556,-165.271667,14.0,-9,A,America/Anchorage,airport,User
7536,Tarempa Airport,Anambas Islands,Indonesia,MWK,WIOM,3.3481199741363525,106.25800323486328,10.0,7,N,Asia/Jakarta,airport,OurAirports
10264,Zhongli Station,Taoyuan,Taiwan,\N,\N,24.95375,121.22575,457.0,8,U,\N,station,User
6468,Vilamendhoo,Vilamendhoo,Maldives,\N,\N,73.0191098670891,3.60965475494316,0.0,1,U,Arctic/Longyearbyen,unknown,User
6913,Aeroporto Prefeito Octavio de Almeida Neves,Sao Joao del Rei,Brazil,JDR,\N,-21.0864,-44.2258,3120.0,-3,S,America/Sao_Paulo,unknown,User
2823,El Libertador Airbase,Maracaibo,Venezuela,\N,SVBL,10.183375358600001,-67.55731964110001,1450.0,-4,U,America/Caracas,airport,OurAirports
2247,Tinian International Airport,West Tinian,Northern Mariana Islands,TIQ,PGWT,14.999199867248535,145.61900329589844,271.0,10,U,Pacific/Saipan,airport,OurAirports
9590,Jackson MI Station,Jackson,United States,\N,\N,42.248113,-84.39967,934.0,-5,A,America/New_York,station,User
9757,Independence Airport,Independence,Belize,INB,\N,16.521944,-88.410583,18.0,-6,N,America/Belize,airport,User
453,Rovaniemi Airport,Rovaniemi,Finland,RVN,EFRO,66.564796447754,25.830400466919,642.0,2,E,Europe/Helsinki,airport,OurAirports
10347,Hamburg-Bergedorf Station,Hamburg,Germany,\N,\N,53.489444,10.206389,30.0,1,E,\N,station,User
2655,Guardiamarina Zañartu Airport,Puerto Williams,Chile,WPU,SCGZ,-54.93109893798828,-67.62629699707031,88.0,-4,S,America/Santiago,airport,OurAirports
7326,Lawa Anapaike Airstrip,Anapaike,Suriname,\N,SMLA,3.411301,-54.028049,373.0,-3,U,America/Paramaribo,airport,OurAirports
3556,Wheeler Sack Army Air Field,Fort Drum,United States,\N,KGTB,44.05559921,-75.71949768,688.0,-5,A,America/New_York,airport,OurAirports
1106,São Pedro Airport,Sao Vicente Island,Cape Verde,VXE,GVSV,16.833200454711914,-25.055299758911133,66.0,-1,U,Atlantic/Cape_Verde,airport,OurAirports
1664,Les Eplatures Airport,Les Eplatures,Switzerland,\N,LSGC,47.083900451699996,6.792840003970001,3368.0,1,E,Europe/Zurich,airport,OurAirports
12736,Eglinton TTC Station,Toronto,Canada,\N,\N,43.705833,-79.398333,523.0,-5,A,\N,\N,\N
11011,Merkel Field Sylacauga Municipal Airport,Sylacauga,United States,\N,KSCD,33.17179870605469,-86.30549621582031,569.0,-5,A,\N,airport,OurAirports
8386,Roma Street Railway Station,Brisbane,Australia,\N,\N,-27.4666667,153.0166667,100.0,10,N,Australia/Brisbane,station,User
9843,Chizhou Jiuhuashan Airport,Chizhou,China,JUH,ZSJH,30.740278,117.686667,52.0,8,N,Asia/Shanghai,airport,User
2738,German Olano Airport,Puerto Carreno,Colombia,PCR,SKPC,6.18472,-67.4932,177.0,-5,U,America/Bogota,airport,OurAirports
11642,Maple Bay Marina,Maple Bay,Canada,YAQ,\N,48.8166667,-123.600161,0.0,-8,A,\N,unknown,User
10418,Wishaw Railway Station,Wishaw,United Kingdom,\N,\N,55.7721,-3.9261,415.0,0,E,\N,station,User
10691,Fengtai Railway Station,Beijing,China,\N,\N,39.848333,116.288611,167.0,8,U,\N,station,User
2039,Wanaka Airport,Wanaka,New Zealand,WKA,NZWF,-44.722198486328,169.24600219727,1142.0,12,Z,Pacific/Auckland,airport,OurAirports
10553,Tsudanuma Station,Narashino,Japan,\N,\N,35.691221,140.020478,57.0,9,U,\N,station,User
4244,Paulatuk (Nora Aliqatchialuk Ruben) Airport,Paulatuk,Canada,YPC,CYPC,69.3608381154,-124.075469971,15.0,-7,A,America/Edmonton,airport,OurAirports
4217,Blackall Airport,Blackall,Australia,BKQ,YBCK,-24.427799224900003,145.429000854,928.0,10,O,Australia/Brisbane,airport,OurAirports
8035,Allstedt Airport,Allstedt,Germany,\N,EDBT,51.38055419921875,11.446666717529297,932.0,1,E,Europe/Berlin,airport,OurAirports
3069,Shah Amanat International Airport,Chittagong,Bangladesh,CGP,VGEG,22.24959945678711,91.81330108642578,12.0,6,U,Asia/Dhaka,airport,OurAirports
5757,Southwest Oregon Regional Airport,North Bend,United States,OTH,KOTH,43.41709899902344,-124.24600219726562,17.0,-8,A,America/Los_Angeles,airport,OurAirports
558,RAF Wattisham,Wattisham,United Kingdom,\N,EGUW,52.1273002625,0.956264019012,284.0,0,E,Europe/London,airport,OurAirports
2527,Comandante Gustavo Kraemer Airport,Bage,Brazil,BGX,SBBG,-31.39049911499,-54.112201690674,600.0,-3,S,America/Sao_Paulo,airport,OurAirports
8693,Oconomowoc Airport,Oconomowoc,United States,\N,0WI8,43.13890075683594,-88.47229766845703,885.0,-6,A,America/Chicago,airport,OurAirports
6132,Kingman Airport,Kingman,United States,IGM,IGM,35.2595,-113.938,3449.0,-7,A,America/Phoenix,airport,User
5983,Suki Airport,Suki,Papua New Guinea,SKC,\N,-8.033,141.717,24.0,10,U,Pacific/Port_Moresby,airport,User
