13058,Furstenberg Station,Furstenberg,Germany,\N,\N,53.186803,13.13938,214.0,1,E,\N,\N,\N
9814,Airglades Airport,Clewiston,United States,2IS,\N,26.4411,-81.0306,20.0,-5,A,America/New_York,airport,User
8419,Jeongseok Airport,Seogwipo,South Korea,JDG,RKPD,33.3996009827,126.711997986,1171.0,9,U,Asia/Seoul,airport,OurAirports
13576,Mukhaizna Airport,Mukhaizna,Oman,UKH,OOMK,19.39,56.397778,479.0,4,N,\N,\N,\N
316,Zoersel (Oostmalle) Airfield,Zoersel,Belgium,OBL,EBZR,51.264702,4.75333,53.0,1,E,Europe/Brussels,airport,OurAirports
12064,Koh Lanta Harbor,Koh Lanta,Thailand,\N,\N,7.532794,99.097868,0.0,7,N,\N,\N,\N
679,Warsaw Chopin Airport,Warsaw,Poland,WAW,EPWA,52.1656990051,20.967100143399996,362.0,1,E,Europe/Warsaw,airport,OurAirports
57,Forestville Airport,Forestville,Canada,YFE,CYFE,48.74610137939453,-69.09719848632812,293.0,-5,A,America/Toronto,airport,OurAirports
11097,The Farm Airport,Summit,United States,\N,24SC,33.93579864501953,-81.42970275878906,580.0,-4,A,\N,airport,OurAirports
1839,General Lucio Blanco International Airport,Reynosa,Mexico,REX,MMRX,26.0089,-98.2285,139.0,-6,S,America/Mexico_City,airport,OurAirports
12928,Balestrand Ferry Terminal,Balestrand,Norway,\N,BFTN,61.210352,6.537267,0.0,1,E,\N,\N,\N
9729,Hillerod Station,Hillerod,Denmark,\N,\N,55.927,12.311,135.0,1,E,Europe/Copenhagen,station,User
11517,Kartaly,Kartaly,Russia,\N,\N,53.033488,60.685243,670.0,4,N,\N,unknown,User
11099,General Dewitt Spain Airport,Memphis,United States,\N,KM01,35.20069885,-90.05400085,225.0,-4,A,\N,airport,OurAirports
11296,Talpa de Allende,Talpa de Allende,Mexico,\N,\N,20.3705556,-104.8261111,148.0,-5,A,\N,unknown,User
13338,Orange Walk Airport,Orange Walk Town,Belize,ORZ,\N,18.046111,-88.583611,112.0,-6,N,\N,\N,\N
4374,Yemelyanovo Airport,Krasnoyarsk,Russia,KJA,UNKL,56.172901,92.493301,942.0,7,N,Asia/Krasnoyarsk,airport,OurAirports
7182,Selawik Airport,Selawik,United States,WLK,PASK,66.60009766,-159.9859924,17.0,-9,A,America/Anchorage,airport,OurAirports
1817,Loreto International Airport,Loreto,Mexico,LTO,MMLT,25.989200592041016,-111.3479995727539,34.0,-7,S,America/Mazatlan,airport,OurAirports
11441,Eferding,Mauthausen,Austria,\N,\N,48.2409,14.5171,249.0,2,E,\N,unknown,User
7718,Kota Kinabalu Airport,Kota Kinabalu,Malaysia,ZWR,\N,11.1111,11.1111,1.0,1,N,Africa/Lagos,airport,User
9252,Texas Gulf Coast Regional Airport,Angleton,United States,LJN,KLBX,29.1086006165,-95.462097168,25.0,-6,A,America/Chicago,airport,OurAirports
10738,Marina Bay MRT Station,Singapore,Singapore,\N,\N,1.276097,103.854675,15.0,8,N,\N,station,User
13420,Ko Similan,Andaman Sea,Thailand,\N,\N,8.6579,97.6467,0.0,7,N,\N,\N,\N
3631,Coulter Field,Bryan,United States,CFD,KCFD,30.715700149499998,-96.3313980103,367.0,-6,A,America/Chicago,airport,OurAirports
6473,Vilamendhoo,Vilamendhoo,Maldives,\N,\N,0.0,0.0,0.0,5,U,\N,unknown,User
11334,Guilin Quay,Guilin,China,\N,\N,25.253253,110.286806,485.0,8,U,\N,unknown,User
1366,Avord (BA 702) Air Base,Avord,France,\N,LFOA,47.053299,2.6325,580.0,1,E,Europe/Paris,airport,OurAirports
12988,Linz Hauptbahnhof,Linz,Austria,LZS,\N,48.2905,14.2911,860.0,1,E,\N,\N,\N
3990,Emerald Airport,Emerald,Australia,EMD,YEML,-23.5674991608,148.179000854,624.0,10,O,Australia/Brisbane,airport,OurAirports
7205,Klawock Airport,Klawock,United States,KLW,PAKW,55.579200744599994,-133.076004028,80.0,-9,A,America/Anchorage,airport,OurAirports
11282,Lubbenau Station,Lubbenau,Germany,\N,\N,51.862189,13.960868,174.0,1,E,\N,station,User
2916,Uralsk Airport,Uralsk,Kazakhstan,URA,UARR,51.15079879760742,51.54309844970703,125.0,5,U,Asia/Oral,airport,OurAirports
12797,Waterbury Union Station,Waterbury,United States,\N,\N,41.555,-73.046944,281.0,-5,A,\N,\N,\N
7788,Augsburg HBF,Augsburg,Germany,AUB,AUGS,48.3655,10.886,1200.0,1,E,Europe/Berlin,station,User
5858,New Bight Airport,Cat Island,Bahamas,TBI,MYCB,24.3153,-75.452301,5.0,-5,U,America/Nassau,airport,OurAirports
6875,Grand Geneva Resort Airport,Lake Geneva,United States,C02,\N,42.6149167,-88.3895833,835.0,-6,U,America/Chicago,airport,User
5986,Baimuru Airport,Baimuru,Papua New Guinea,VMU,\N,-7.49686,144.82,27.0,10,U,Pacific/Port_Moresby,airport,User
246,Ouagadougou Airport,Ouagadougou,Burkina Faso,OUA,DFFD,12.35319995880127,-1.5124200582504272,1037.0,0,N,Africa/Ouagadougou,airport,OurAirports
2404,Zamboanga International Airport,Zamboanga,Philippines,ZAM,RPMZ,6.922420024871826,122.05999755859375,33.0,8,N,Asia/Manila,airport,OurAirports
3621,San Antonio International Airport,San Antonio,United States,SAT,KSAT,29.533700942993164,-98.46980285644531,809.0,-6,A,America/Chicago,airport,OurAirports
1918,Abel Santamaria Airport,Santa Clara,Cuba,SNU,MUSC,22.49220085144043,-79.943603515625,338.0,-5,U,America/Havana,airport,OurAirports
3182,Trang Airport,Trang,Thailand,TST,VTST,7.508739948272705,99.6166000366211,67.0,7,U,Asia/Bangkok,airport,OurAirports
1794,Ciudad Obregón International Airport,Ciudad Obregon,Mexico,CEN,MMCN,27.39259910583496,-109.83300018310547,243.0,-7,S,America/Hermosillo,airport,OurAirports
9277,Sandtoft Airfield,Sandtoft,United Kingdom,\N,EGCF,53.559700012200004,-0.8583329916,11.0,0,E,Europe/London,airport,OurAirports
12402,Gare de Sierentz,Sierentz,France,\N,\N,47.655686,7.45874,852.0,1,E,\N,\N,\N
12642,Aerogare des Invalides,Paris,France,\N,\N,48.862507,2.314776,106.0,1,E,\N,\N,\N
7384,Santa Terezinha Airport,Joacaba,Brazil,JCB,SSJA,-27.1714000702,-51.5532989502,2546.0,-3,S,America/Sao_Paulo,airport,OurAirports
7293,Rosita Airport,Rosita,Nicaragua,RFS,MNRT,13.889699935913086,-84.40889739990234,193.0,-6,U,America/Managua,airport,OurAirports
3689,Imperial County Airport,Imperial,United States,IPL,KIPL,32.834201812699995,-115.57900238,-54.0,-8,A,America/Los_Angeles,airport,OurAirports
8090,Ganderkesee Atlas Airfield Airport,Ganderkesee,Germany,\N,EDWQ,53.036109924316406,8.505556106567383,95.0,1,E,Europe/Berlin,airport,OurAirports
3374,Shenzhen Bao'an International Airport,Shenzhen,China,SZX,ZGSZ,22.639299392700195,113.81099700927734,13.0,8,U,Asia/Shanghai,airport,OurAirports
3402,Mudanjiang Hailang International Airport,Mudanjiang,China,MDG,ZYMD,44.5241012573,129.569000244,883.0,8,U,Asia/Shanghai,airport,OurAirports
9862,Tatenhill Airfield,Burton-on-Trent,United Kingdom,\N,EGBM,52.814701080300004,-1.76110994816,439.0,0,U,Europe/London,airport,OurAirports
8009,CHARLESTON CRUISE TERMINAL,CHARLESTON,United States,\N,\N,32.781081,-79.92364,0.0,-5,U,America/New_York,unknown,User
7625,Enkheluk,Enkheluk,Russia,\N,\N,52.500967,107.018852,0.0,8,N,Asia/Irkutsk,unknown,User
13704,Noatak National Preserve,Northwest Arctic Borough,United States,\N,\N,68.0,-159.3,4498.0,-9,U,\N,\N,\N
12656,Vicenza Railway Station,Vicenza,Italy,\N,\N,45.541389,11.540833,127.0,1,E,\N,\N,\N
4126,Santa Elena Airport,Santa Elena de Uairen,Venezuela,\N,\N,4.554722,-61.144922,3585.0,-4,U,America/Caracas,airport,User
2968,Chelyabinsk Balandino Airport,Chelyabinsk,Russia,CEK,USCC,55.305801,61.5033,769.0,5,N,Asia/Yekaterinburg,airport,OurAirports
323,Merseburg Airport,Muehlhausen,Germany,\N,EDAM,51.3630556,11.9408333,341.0,1,E,Europe/Berlin,airport,OurAirports
9874,Silangit Airport,Siborong-Borong,Indonesia,DTB,WIMN,2.25973,98.991898,4700.0,7,N,Asia/Jakarta,airport,OurAirports
10334,Hilversum Railway Station,Hilversum,Netherlands,\N,\N,52.226944,5.180556,24.0,1,E,\N,station,User
7336,Vincent Fayks Airport,Paloemeu,Suriname,OEM,SMPA,3.3452799320220947,-55.442501068115234,714.0,-3,U,America/Paramaribo,airport,OurAirports
11027,Amtrak Station,McComb,United States,\N,MCMB,31.2445,-90.4512,100.0,-6,A,\N,station,User
6963,Tongren Fenghuang Airport,Tongren,China,TEN,ZUTR,27.883333,109.308889,0.0,8,U,Asia/Shanghai,airport,OurAirports
12226,Gare de Busigny,Busigny,France,\N,\N,50.039722,3.446111,471.0,1,E,\N,\N,\N
4140,Diosdado Macapagal International Airport,Angeles City,Philippines,CRK,RPLC,15.186,120.559998,484.0,8,N,Asia/Manila,airport,OurAirports
7985,Sterling Municipal Airport,Sterling,United States,STK,KSTK,40.61529922,-103.2649994,4040.0,-7,A,America/Denver,airport,OurAirports
8524,Baraboo Wisconsin Dells Airport,Baraboo,United States,\N,KDLL,43.52270126,-89.77020264,979.0,-6,A,America/Chicago,airport,OurAirports
6936,Khabarovsk Airport,Khabarovsk,Russia,\N,UHHT,48.525001525878906,135.1529998779297,262.0,10,N,Asia/Vladivostok,airport,OurAirports
1823,Monclova International Airport,Monclova,Mexico,LOV,MMMV,26.9557,-101.470001,1864.0,-6,S,America/Mexico_City,airport,OurAirports
