2611,Rio Grande,Rio Grande,Brazil,RIG,SBRG,-32.082617,-52.166542,27.0,-3,S,America/Sao_Paulo,unknown,Legacy
9427,Don Sak Pier,Don Sak,Thailand,\N,\N,9.321146,99.735693,10.0,7,N,Asia/Bangkok,unknown,User
2433,Puerto Princesa Airport,Puerto Princesa,Philippines,PPS,RPVP,9.742119789123535,118.75900268554688,71.0,8,N,Asia/Manila,airport,OurAirports
6945,Drake Bay Airport,Puntarenas,Costa Rica,DRK,MRDK,8.71889019012,-83.6417007446,12.0,-6,N,America/Costa_Rica,airport,OurAirports
6094,Cherskiy Airport,Cherskiy,Russia,CYX,UESS,68.7406005859375,161.33799743652344,20.0,11,N,Asia/Srednekolymsk,airport,OurAirports
8548,South Jersey Regional Airport,Mount Holly,United States,LLY,KVAY,39.942901611299995,-74.845703125,53.0,-5,A,America/New_York,airport,OurAirports
9192,Varberg Railway Station,Varberg,Sweden,\N,\N,57.107118,12.2520907,0.0,1,E,Europe/Stockholm,station,User
7164,Ouzinkie Airport,Ouzinkie,United States,KOZ,\N,57.922876,-152.500511,55.0,-9,A,America/Anchorage,airport,User
9854,Tonghua Sanyuanpu Airport,Tonghua,China,TNH,ZYTN,42.2538888889,125.703333333,1200.0,8,N,Asia/Shanghai,airport,OurAirports
2216,Okara Cantonment Airstrip,Okara,Pakistan,\N,OPOK,30.740999221800003,73.3576965332,568.0,5,N,Asia/Karachi,airport,OurAirports
1350,Saint-Étienne-Bouthéon Airport,St-Etienne,France,EBU,LFMH,45.54059982299805,4.296390056610107,1325.0,1,E,Europe/Paris,airport,OurAirports
7385,North Philadelphia Amtrak Station,Philadelphia,United States,\N,\N,39.9969556,-75.1487722,1.0,-5,A,America/New_York,station,User
5602,Ventspils International Airport,Ventspils,Latvia,VNT,EVVA,57.35779953,21.5442008972,19.0,2,E,Europe/Riga,airport,OurAirports
7106,Eagle Airport,Eagle,United States,EAA,PAEG,64.77639771,-141.151001,908.0,-9,A,America/Anchorage,airport,OurAirports
9435,Chicago Millennium Station,Chicago,United States,\N,\N,41.8837,-87.623,620.0,-6,A,America/Chicago,station,User
10221,Guilin Railway Station,Guilin,China,\N,\N,25.2636,110.2777,500.0,8,U,\N,station,User
8141,Ontario Municipal Airport,Ontario,United States,ONO,KONO,44.020500183105,-117.01399993896,2193.0,-7,A,America/Denver,airport,OurAirports
2706,Tres De Mayo Airport,Puerto Asis,Colombia,PUU,SKAS,0.505228,-76.5008,815.0,-5,U,America/Bogota,airport,OurAirports
1986,Takaroa Airport,Takaroa,French Polynesia,TKX,NTKR,-14.45580005645752,-145.02499389648438,13.0,-10,U,Pacific/Tahiti,airport,OurAirports
1180,Kilimanjaro International Airport,Kilimanjaro,Tanzania,JRO,HTKJ,-3.42940998077,37.0745010376,2932.0,3,U,Africa/Dar_es_Salaam,airport,OurAirports
13010,Embarcadero,San Francisco,United States,EMB,KEMB,37.795278,-122.39361,0.0,-8,A,\N,\N,\N
